,dimension5,transactionRevenue,revenuePerItem,itemQuantity
981,4afbb7e3bdcf17fd347272b59223d8ad,3711,618.5,6
982,4b26cb13d2170c7f11dfc58fc0921d97,5005,333.666666666667,15
983,4b2d3dfd2fc91e2f8a81ef41ae802046,2843,568.6,5
984,4b5bf4cf2753971f2afb798cd62a58a8,1229,614.5,2
985,4b785e70e40123c6bf0a589c81bf2e0b,1096,274,4
986,4bc13d1dac1ce86df7e9b2eb3db8a388,6012,835.055555555556,15
987,4bc26493eb5bba0134201208882a8029,3814,293.384615384615,13
988,4c5585598d9dbb2b530d76451aea7047,5348,1069.6,5
989,4c7906f8e92fb6f25ae1342b148982b0,1000,250,4
990,4c7b8d8dd40551cd9f0c6e2a3cd4067f,2438,406.333333333333,6
991,4cb9ae67634d95e412ca57c02fc1a665,1038,519,2
992,4cba147ad18561cee61037072af3e13e,2396,599,4
993,4cc3682b09e9339f3aeb38d8069f73d0,2071,517.75,4
994,4ccd261ad8b46c6cd2cbf0007616a698,8210,304.074074074074,27
995,4cec48cb4eb38948028c08d83f7e36d6,2022,337,6
996,4cf237ddaff7ebc67e204d5d1b656886,3447,1149,3
997,4d15fa05bfd6a32aadbb856145c9e6a8,2113,352.166666666667,6
998,4d1ee5cb0fbd450c3566957c58954502,1275,318.75,4
999,4d35337b74cb3590eccae3fe341d8a12,1113,159,7
1000,4d624fe6872cdb74409ccc344409193b,1018,509,2
1001,4d65d71700a9f09c8c10edfcd4493aed,1068,178,6
1002,4dad561464b5f0560bf8c1f2f340da66,4493,449.3,10
1003,4dae0973696124d1b056d09978af3535,3384,423,8
1004,4df66cd340c847a8bb803a23716b94c9,3792,474,8
1005,4e02deb2d3f02de59aa3f7f7ef33173a,16870,544.193548387097,31
1006,4e33fcb9a8d8ff3d44302c74dc7f8f79,3366,841.5,4
1007,4e3ce9be114058cfebbb7ac72c4298bc,4204,382.181818181818,11
1008,4e517a05782eb9532492cc890c012b40,4300,860,5
1009,4e5652893ad2d7ee4de055f29290e729,7224,451.5,16
1010,4e7b08f62bef3b25e8668cfa484d1f14,3112,389,8
1011,4e7f0cd8a1b158cee3a8e77a3a6c5745,2103,300.428571428571,7
1012,4e92c7c1cf3328452023889ebee19076,3109,388.625,8
1013,4e96198b90143ecdb324f6b4d0be246d,4019,669.833333333333,6
1014,4e97d1f311fe109592cdb7451cf748aa,3173,453.285714285714,7
1015,4ef87020e77354aeef754f5217367937,9306,2851.5,10
1016,4f1c1b88f77d2befb373a68c78d30e50,1143,285.75,4
1017,4f40f68e0f5414bd585aa8870f2e3e95,14520,242,60
1018,4f48591a785e132ffbd45032cd880088,1116,372,3
1019,4f6c972338be4d5fc37485582d20365e,3013,430.428571428571,7
1020,4f72f77b6d51e22533a37e63118eff3c,3289,469.857142857143,7
1021,4f77a15745daeed447a7707944b03d3f,4018,365.272727272727,11
1022,4f8853c4d2456e5a773378923024fefd,4191,1047.75,4
1023,4f8c16bfe44acfc586ba9ff5a9b7a35c,2295,459,5
1024,50032abc11fb045b54cb1ce3e3d4f667,1311,327.75,4
1025,50240,0,0,0
1026,50259,0,0,0
1027,50308,0,0,0
1028,5032d646dd5532ddf3af3b08b1be9624,3460,432.5,8
1029,5035a821b3defa64594c248d21140c23,2558,1279,2
1030,50481,0,0,0
1031,505cd84ec785a227803bb9e362e3f7fd,10414,127,82
1032,505ed6b4d8353602ba41dae425de250c,2107,702.333333333333,3
1033,5079aa1e2e1af4e389b7510227632d11,3229,645.8,5
1034,50833,0,0,0
1035,50879f212f66fdac3262472f9a3626fb,2136,356,6
1036,5088221c0d69878825d6f2f623b377b2,3391,423.875,8
1037,50923,0,0,0
1038,50982c024573c784432a3101cdfec13c,6103,469.461538461538,13
1039,50e637c9798de200ba78c63846c73b72,6110,407.333333333333,15
1040,50f24b05024c82587a437d4c7de74006,3467,495.285714285714,7
1041,50fdf22196c8d27588cab90a9c9cc897,3099,1033,3
1042,51058,0,0,0
1043,51068d004cfec37f8ffde744eceabbd4,1050,350,3
1044,510c3ee7e8bfd1657c78a2a7cb15f7bd,1236,309,4
1045,51160,0,0,0
1046,5117f98e12144415ed3d1a2a493744fd,4867,442.454545454545,11
1047,51243,0,0,0
1048,51292,0,0,0
1049,5134c7449cda3ce2d3f0dbc2bdff2706,2040,408,5
1050,51454,0,0,0
1051,51480,0,0,0
1052,51512,0,0,0
1053,51546,0,0,0
1054,5155ac7ca1d3e6e41c8b15e921d94448,4638,2319,2
1055,51585,0,0,0
1056,51602,0,0,0
1057,51632fc555f7c21c90f3124cfb8fd0ad,5124,640.5,8
1058,5171a2dd70e97879876fdea447900057,5713,336.058823529412,17
1059,51801,0,0,0
1060,51834,0,0,0
1061,51957,0,0,0
1062,51966,0,0,0
1063,51983,0,0,0
1064,519bbf563030527da9c63627333b54f6,1618,809,2
1065,51b5c76af1a89cbc11c4df280a2d9b03,4439,443.9,10
1066,51bf2a6ab0b369c6c817e8dd3f8ded72,2015,503.75,4
1067,51d903c184d1f58421a1bfc6ed6875a0,3312,184,18
1068,52266,0,0,0
1069,52358,0,0,0
1070,52376b97afa7718d478222c31b5a04ed,3871,483.875,8
1071,523f53d680b354deedfd27ffdba97e08,2086,347.666666666667,6
1072,5242,0,0,0
1073,524b03003b8a5c844ec1f31d92a6b487,13248,2181.16666666667,18
1074,52542,0,0,0
1075,52651817125bbcda669496d428b869af,3297,412.125,8
1076,52688,0,0,0
1077,52692,0,0,0
1078,52827,0,0,0
1079,52844,0,0,0
1080,528b36494f7267c927c63b9fd1b48dd7,3960,565.714285714286,7
1081,52904,0,0,0
1082,52966,0,0,0
1083,52b2a98256104014a4708a80fe8a7966,2017,183.363636363636,11
1084,530ddac5202e98a771d90e8f56ef544c,3844,349.454545454545,11
1085,53118,0,0,0
1086,532511fbff81c23cb5f82d3a869d106e,1490,149,10
1087,5327d74f9dbc24852cdaa8cab32ac04b,1683,280.5,6
1088,53360,0,0,0
1089,5339a2898b202e5c8fdc7e1e540a430b,1281,427,3
1090,53437548ad001bd97c18e723c6d4ea3d,4604,767.333333333333,6
1091,53523,0,0,0
1092,53666101e8582660ea59f2b9fb1f854b,1198,599,2
1093,53882,0,0,0
1094,5389fd88b595f06e38bbe39d2313165a,1198,599,2
1095,53910,0,0,0
1096,53968,0,0,0
1097,53a4795fc7848f5933ff079454bb5394,2067,689,3
1098,53b57652d2bd4d71ecc61ff756467a01,2145,268.125,8
1099,53c0c4d50154e0610063cfee935d9914,0,0,0
1100,53ce148229d6701ece669caf1259b3a5,1868,934,2
1101,53d59ef902acdf7b2e6f8a84c65b9255,3219,357.666666666667,9
1102,54053,0,0,0
1103,54079,0,0,0
1104,5408d65a36b57bd0c7fb3ec32146d19d,2042,204.2,10
1105,54116,0,0,0
1106,54178,0,0,0
1107,54283,0,0,0
1108,54303,0,0,0
1109,54334,0,0,0
1110,543b3eab5b1ea1e5c8b5c6d575eff176,1186,296.5,4
1111,5442,0,0,0
1112,54651,0,0,0
1113,5477b443d995003ae0edc50cadb75313,3616,904,4
1114,54818,0,0,0
1115,54845,0,0,0
1116,54958f83f8da5d46fc59e83df1296255,2688,448,6
1117,54bf91565cb4a6e60ddcdc2b1c08cb31,1294,647,2
1118,54d0467df7fc2947644b87e7a9ad604a,5012,313.25,16
1119,54f690c2eddef79d9491865be39dce8d,1087,271.75,4
1120,5501add33d7948c1519d61334b7964a0,10075,775,13
1121,550f6036d6d51a31e1a6343e5bf47336,3481,870.25,4
1122,55154,0,0,0
1123,5527,0,0,0
1124,55286,0,0,0
1125,55299,0,0,0
1126,55300,0,0,0
1127,55407e3d4e1801f9e8ff565331dcff50,1377,275.4,5
1128,554093d11be3eda35b59db956b4a930a,1112,278,4
1129,55424,0,0,0
1130,5544c46c9eadaa16d992462f18e4d528,7543,838.111111111111,9
1131,55506,0,0,0
1132,55b2f7b5a5e68fddab14e913c615cfed,2067,689,3
1133,55c0ed769ec7015730bc4ffbbf167d22,2828,279.090909090909,20
1134,55ced1b100f775f9eacb888f557f7685,2124,424.8,5
1135,55d56513aa54a8a190472d1550935681,5541,791.571428571429,7
1136,55ee26920b8eb77336211f6076c4e2b7,1753,584.333333333333,3
1137,56067,0,0,0
1138,56070,0,0,0
1139,560cd9d30f44f5d30df53b458027afa8,1077,359,3
1140,56253,0,0,0
1141,562ad5d67362e246c6049e9af08015f0,6197,774.625,8
1142,56340ba51bb0fed9c82bb89b23e6fe27,3492,698.4,5
1143,56359,0,0,0
1144,56414,0,0,0
1145,5641b7188ea0f31d5b925e656c7dda2c,2493,831,6
1146,5651d12f4d45c9e365743a4a10dbf27e,1664,832,2
1147,56521,0,0,0
1148,56527,0,0,0
1149,56537,0,0,0
1150,56575,0,0,0
1151,566a9d18d652a9dbeaf7a8bb22bb9611,2219,443.8,5
1152,5672075db67c4ae8f534676363c5b2b7,1865,310.833333333333,6
1153,5674b34650bf9796e06152770e17c13c,2070,345,6
1154,567b7c01ad5e8ec5314cd41143536a0a,2603,650.75,4
1155,567ee617e13dc12ed3ea0e1c154afb1b,5346,334.125,16
1156,56b4c2294a6e250c47e18feff9faa715,3070,438.571428571429,7
1157,56e487fe18ae0f5760d83aa0decb65c0,1436,359,4
1158,5707e7a231230fa3a608221ae34c239d,2022,404.4,5
1159,57177,0,0,0
1160,57248,0,0,0
1161,57302,0,0,0
1162,573b3e2a0c9ad9ba4be399153dfffc88,3233,404.125,8
1163,5744ea448cef0ba5efd5d2f61273350c,2150,268.75,8
1164,574527ce580dc1cf5ec38756a0f720fe,1568,392,4
1165,5757de62678de29c0c260c99e36c99d2,0,0,0
1166,575fa6414d152962cc8c2a5c81b8922f,9346,692.143790849673,26
1167,576109657ec5ee61873ef4dd819181c6,2037,509.25,4
1168,5761ca1cb1b05bdb833010ecf7e01725,1025,205,5
1169,576ad6123c147893ac3854333e50cd23,2454,818,3
1170,578d509e7602be6d8830ce8708bd2e4b,2895,579,5
1171,57914,0,0,0
1172,57948f2ef8b019ecf5e1e9712bd83f55,2187,546.75,4
1173,57cad6c5f38d62d99011210ff5389197,3433,490.428571428571,7
1174,57db7ee6817f62b58b9d95ab5e717bba,1930,193,10
1175,57e3db5650bbcb0be23ba14fb912917c,4447,494.111111111111,9
1176,57edb8e5c08d8d4f7dba177723956d1a,1584,99,16
1177,58220,0,0,0
1178,5825,0,0,0
1179,58342,0,0,0
1180,58373,0,0,0
1181,58426,0,0,0
1182,584796f07fca5c4f75f6669fe362e25f,3005,601,5
1183,5854bdec55cebacb9cdafea5eec9c0bd,2006,501.5,4
1184,5863f98a89b64337d83b65ea5e634bac,1128,564,2
1185,5865db3e3691ade60b0245e4ebc73859,3334,416.75,8
1186,58799,0,0,0
1187,5894,0,0,0
1188,58a4ba4bedc725c7e97cd9ed4a130f4d,2032,338.666666666667,6
1189,58a51a8a3459223649d0d5beb836ed10,2167,433.4,5
1190,58ad7628083630fc667f6b46f2306dea,3147,393.375,8
1191,58ae3a282a662d68ca5a6b6c195943cc,15609,1040.6,15
1192,58af430c85c5c356adba70358d2e1bf0,4205,323.461538461538,13
1193,58bc7e52224155365d330e290ed4fd1b,3011,602.2,5
1194,58c298281002782ae7b5ab39ee4bcc6b,2416,604,4
1195,58cf5e3c42aeec98ecd6aedbe1e50c67,11066,751.666666666667,35
1196,58eb85337e99363630f212b476e0aa0a,3003,500.5,6
1197,590,0,0,0
1198,59169,0,0,0
1199,591c7f68c8032e51d675ded4ab8d0a1f,11106,1161.34772727273,29
1200,591e16efce0f1f49e0a589742caf1050,3030,303,10
1201,5920c00390d248d92d3d99c5c49022a0,2033,677.666666666667,3
1202,592a4c305a673181a66413d717e50c23,2397,799,3
1203,59323,0,0,0
1204,5932dd3474e9b49365184a4a317f86c9,3086,771.5,4
1205,59432,0,0,0
1206,594bda74e7d9c6c218997c58b8c0fc3d,3568,892,4
1207,59571,0,0,0
1208,5959fead14220e0c5da7578e9f1ec7e8,1500,250,6
1209,59610,0,0,0
1210,59639,0,0,0
1211,59659,0,0,0
1212,5971,0,0,0
1213,597a6badfd6cab4c0bd0b9c8bca705c1,15953,997.0625,16
1214,597aad795256df03ac39509d059071eb,3306,826.5,4
1215,59976,0,0,0
1216,599a2eacc4fd893ac50253f862a714d0,1076,269,4
1217,599bc62fa83626b5283f1d108b6a34df,2497,832.333333333333,3
1218,59a2ca12404907d4a43eb39ff0a446e2,2545,363.571428571429,7
1219,59e0cbf12dc1731f4376fce8364add8b,2401,400.166666666667,6
1220,59e55556fa07cf668cd2a5477a4a8466,2158,539.5,4
1221,5a211ea70fb51d6b365ebe6d28c4c957,9720,486,40
1222,5a317868005413acc9ae844c83454bb7,2200,244.444444444444,9
1223,5a477dc37ada26e2d2a9f24b10cae18c,3008,376,8
1224,5a5a1440d74e5d52b2c687fff21ddf6f,50000,759,164
1225,5a5ad823ef615154cf7c5bddf80b0e87,1055,211,5
1226,5a7292d1ac948f68d43580bc0a67a5cd,3963,220.166666666667,18
1227,5ac9d754b6a264ac7a4be59afefe1ed0,6949,631.727272727273,11
1228,5af9b8e6197a3f24a4437834fe7262a9,2433,486.6,5
1229,5b0b686fca8940ec7cfa5b882dbe64a2,2962,493.666666666667,6
1230,5b4c1679b25f882d5f2a6862b799fdd9,2899,2899,1
1231,5b5983df71379f2ffcd7b1722bdba7e0,1927,642.333333333333,3
1232,5b61f1a1a9a43ac83a46680ac30d6550,2193,731,3
1233,5b78d954b8ead4aacee66a2a6fe8d594,3275,545.833333333333,6
1234,5b842a8b883d9aac9ef79d8d420e8ef3,1647,274.5,6
1235,5ba638fa397458ef6df88951a540330e,1152,288,4
1236,5baff5ff94414fc22c8b251bb813d7de,3364,672.8,5
1237,5bd2d75922bf358b2b6a5efecde0fd42,7098,1585.3,9
1238,5be5d3e939b3fdd66ddf1eabd5d5ce34,4402,209.619047619048,21
1239,5bf8737e6ba85b63a8ea134249a38a4a,1198,599,2
1240,5c21b1d4eb6fac867a4cc1e6f80f8d27,2110,150.714285714286,14
1241,5c413d05e91524f49d48819c5662b15f,2232,372,6
1242,5c55f407447c413b5f5149fbe53f66fc,3427,342.7,10
1243,5c690fbe6ad6ab01177b452ee3d111c9,2058,343,6
1244,5c7b299a2e36b2f41414bbd99d3a8f29,1219,406.333333333333,3
1245,5c924fa0ea7f4b751d7cbef38298cfd2,3350,670,5
1246,5cbc9106520b868538bd164c5a573730,3398,1699,2
1247,5cc4216ea84ba7473fca7d0d3a82e0f0,3063,340.333333333333,9
1248,5ce162fa00f04157d9cfcc335de8c0b1,26031,2439.68112706007,44
1249,5cf564c73e5511081f32001222934fca,2623,374.714285714286,7
1250,5cf5740859d2259ed81803f8b7beaca3,1649,329.8,5
1251,5d04760c60e88c0b3d737eca56c09847,1396,349,4
1252,5d2c2db578bc479cbcc90e0fdc002032,1437,479,3
1253,5d85556be60b50a8aecbcb222d9192ea,2387,795.666666666667,3
1254,5d8f7afd25a20df5c433fc52790a12c8,1260,315,4
1255,5da311ffb334482476b5b1dbfc4943de,26955,1488.55424430642,73
1256,5dde321f0f153013720e961a59f8e8d5,6858,857.25,8
1257,5e1bf19cba8f1ca59776cd31aa9cb2f5,3241,324.1,10
1258,5e2d9f18e68af84727301073bbf08216,2160,360,6
1259,5e5b83ec8dd67fdeea0ff71bea23e676,1271,158.875,8
1260,5e68918f3a8101e15e00e76b551f9f2f,2634,1664,4
1261,5e7d286c303029cf851d35ef13c8911c,4545,909,5
1262,5e83b7fb15822aa32709584fd69144c9,5613,311.833333333333,18
1263,5e8745f7a5080dc83285a65e718b25bc,12772,1064.33333333333,12
1264,5eb207bd28fe94c4f680ac02946c1d97,1198,599,2
1265,5ed7ab886b9fe557d1be691590e8452d,2082,520.5,4
1266,5ef0a2dd4350dd70d952aeb60505cb96,1378,689,2
1267,5efec2b9adfe338ee5d8c29f5b074c61,3075,512.5,6
1268,5f175827ddc45ce02757455552f16213,3050,508.333333333333,6
1269,5f24c63149574a65303f668ff403713f,6140,511.666666666667,12
1270,5f2fab71d318b8eba408814bdcbb83dc,3630,330,11
1271,5f60531fee67e7d635e149ba784a9f18,2407,401.166666666667,6
1272,5f6e126f603ef10851b272c29505b9fb,4797,685.285714285714,7
1273,5f7c39afb0361fe028b9ed41de5638ff,3354,559,6
1274,5f8f42507dfdc880b21975d55bf78070,11003,440.12,25
1275,5fb480177888389845692756c0b01928,1177,235.4,5
1276,5fbc8351af81159d2df6296e78e0bf78,2065,688.333333333333,3
1277,5fbf1855ecd6408f809c9fc28b540d3c,2403,240.3,10
1278,600257c960bc09958fab3ad720acbb48,6840,402.352941176471,17
1279,6019d2031bb2974c22e6ee91ed8e5168,3297,1099,3
1280,60312,0,0,0
1281,60334,0,0,0
1282,60612,0,0,0
1283,60704,0,0,0
1284,60730,0,0,0
1285,60c978d99a92c6d7984dc123f59782e9,1157,385.666666666667,3
1286,60e371d957b5ee0632bca0eb8658cf83,16467,784.142857142857,21
1287,60e8d6ce2fc01e394a89b41d1118db4d,3628,453.5,8
1288,60f896d061df7de885bbdef34ad49ab8,2676,892,3
1289,61285c7174edb39d67534f4906730937,2530,421.666666666667,6
1290,6137f0f16432bedc9792dc6b53ddb3f8,2016,504,4
1291,6139,0,0,0
1292,6139ae980e504e6d775422328af3e925,7076,1769,4
1293,614eb8500b8e9b3f734155cec510e98e,1462,365.5,4
1294,6154944c8cbe5982b10dc1d73f9571e4,1042,347.333333333333,3
1295,61611,0,0,0
1296,616a8bd8b8269d41f4daf1ef1737021b,5916,2958,4
1297,617,0,0,0
1298,61735ac6c449a62a5cfb1ee6acb8636b,11153,656.058823529412,17
1299,61972,0,0,0
1300,61b0b8cb786fda851649b65241f7a5a8,1115,278.75,4
1301,61c389fcec4864a443ac24467c25d408,2558,426.333333333333,6
1302,61dda18bd2ddad6115d45d5654a61521,3568,297.333333333333,12
1303,61eb535b6f6426a466777269b5459ee0,1644,548,3
1304,62186,0,0,0
1305,6224244757b1ac9004b2a13d303f0dfb,1230,615,2
1306,6230df6de0ceb42279b8719d42526e3e,1392,174,8
1307,62396c63dc73ba39bd4a87ef61828baf,1011,505.5,2
1308,6248f964c9298b72909119ca71f54b10,1316,329,4
1309,624bc848492fa9b149771d772c6f4da1,6728,841,8
1310,62515,0,0,0
1311,62665,0,0,0
1312,6268770b2891d834ecf47ecb0949273d,1065,152.142857142857,7
1313,627f68d3694ad9498b23364b40f64ada,10907,519.380952380952,21
1314,628631f07321b22d8c176c200c855e1b,14207,3666.64285714286,32
1315,628c0633eed7895ffd5af3ae8b40e098,7778,1300.8,12
1316,628e203fc24f4eb9f86e397ce066a574,4860,324,15
1317,62976fec652ef3d1aa6ba8df226cfb70,2430,220.909090909091,11
1318,62b923a109742864ee75edf830780c66,8824,630.285714285714,14
1319,63023b95a39448f90384cd806321b4d8,3014,301.4,10
1320,633036faf1ea8c3e94375d4904272f66,1944,648,3
1321,63370,0,0,0
1322,63374,0,0,0
1323,6352,0,0,0
1324,635664e0c580cfa2a1e2dc47c0a9596f,2302,230.2,10
1325,63678,0,0,0
1326,6369801718e08f94a0e7708752814f87,0,0,0
1327,63720,0,0,0
1328,637773fd59b584c45a0b3c3a7f12e3fc,2983,426.142857142857,7
1329,63815,0,0,0
1330,6389a1b17f9ee9025bfa29329d550873,4089,681.5,6
1331,63956,0,0,0
1332,63aa2fb62d78300a0c304627a3ba61ec,1000,250,4
1333,63ab8ee47b669c66db95e189e57e80e4,3180,159,20
1334,63b476fdff0d70e4fe6eba2677d79aa5,1537,512.333333333333,3
1335,63d0ab57963c23cca99974e0303d9d9e,2174,310.571428571429,7
1336,63d69c57a1b9776387d3faff53434dd0,2473,618.25,4
1337,63e1744a570a210d78a015ca445b661c,2445,163,15
1338,63e21c2afa9bd1ac4d5b92e625f1946b,2235,745,3
1339,63e345bbad0d0a884cf54434770e8d4c,3798,1899,2
1340,63f293f9631f1f040e92fa24d9663ac7,3245,295,11
1341,642e5cecf5b4175e8cc5be957b1d3fc2,1173,586.5,2
1342,64360,0,0,0
1343,64367,0,0,0
1344,64506970061653b5ec659cd745bd29ca,2081,148.642857142857,14
1345,64538,0,0,0
1346,64554,0,0,0
1347,645ca3fe96017bb1e73b8bd6cabf052d,2047,146.214285714286,14
1348,64632,0,0,0
1349,647530c630a0e492edab567ebbca6b88,2626,375.142857142857,7
1350,64768,0,0,0
1351,647f9d0d105cc292a89a6d2f5cef5284,10552,363.862068965517,29
1352,64966140f7c359b3175631ea4eaae38d,3060,612,5
1353,649d9861db72a0d0522bd7b65afc47ee,3471,694.2,5
1354,64a45d27dd6794c6b3e925d7b605046b,5157,932.266666666667,11
1355,65201,0,0,0
1356,65202,0,0,0
1357,654e8518ae5908b6f789e0394a544551,1078,539,2
1358,65533,0,0,0
1359,6572ba0757ca6e88fb6f9d15021251d2,4675,536.272727272727,18
1360,658ecc7e61725133ac11a48690280997,6033,603.3,10
1361,65978727192e7960b28fae08f1ed628f,8424,1053,8
1362,65af030657f48fc0a049cd820901545d,2585,287.222222222222,9
1363,65cfe50c7732542115215299e7bb0c4c,2070,69,30
1364,65d17d7bc785eae41cbb4bcc59e02e77,3090,515,6
1365,65e873cfc9273b79fd5e003a35bd8516,2282,456.4,5
1366,66022,0,0,0
1367,662269e70ddf9ad00b685a8d074ce1b9,2543,363.285714285714,7
1368,66297de91dada505585042fadd963307,2000,222.222222222222,9
1369,662dcf3d72dc4418f5f3a4c3149d68f1,2081,416.2,5
1370,6636e3acb6d5e69c10e8f19d763dfe8d,1090,218,5
1371,66521,0,0,0
1372,666bc049556fe2ec58c54efb0ecd07ad,8064,1152,7
1373,667ddc7e4d4dc461a914c3e6520f0e2b,2383,297.875,8
1374,66850,0,0,0
1375,6698af549a49fdfbd50181a6de2ece90,3368,421,8
1376,66c138f22c20d2c4eb40e225b994adfb,3136,392,8
1377,66eed87594818efa2578218cbaa72070,1564,782,2
1378,66fbabefe55800d645b5d77fc753d9c4,3265,653,5
1379,67031,0,0,0
1380,6717feadba608ea452ffcc8c52d5cfd6,2045,255.625,8
1381,671c696242a9b35a6035414cefbb030e,2522,840.666666666667,3
1382,6729a16cb025916ef50ac42cea1fbafc,2881,288.1,10
1383,6739d8d98dc756934f50a64e7095dd6d,6774,423.375,16
1384,674ed5569b011bb37f5d60e347729fab,3565,396.111111111111,9
1385,67575,0,0,0
1386,67713,0,0,0
1387,67729,0,0,0
1388,67741,0,0,0
1389,678c350351597c832170dfae00359618,6655,1331,5
1390,678f2b8c83b50ae353303f56257c13f5,1075,153.571428571429,7
1391,67a5bbd492670e896a83aeee47454bcd,11963,2604.35,14
1392,67a60823b4c88e96309c5fef5d464681,3346,669.2,5
1393,67c009669ac53ea9e41d422a5f8d7d62,5003,555.888888888889,9
1394,68053,0,0,0
1395,681cf5b7c154660f3e8940d3fbc088f4,3150,315,10
1396,68294,0,0,0
1397,682b5101cf95726a0cb0867c682f9866,9237,513.166666666667,18
1398,68315,0,0,0
1399,68414,0,0,0
1400,68435,0,0,0
1401,68438,0,0,0
1402,68514,0,0,0
1403,68543,0,0,0
1404,6856a1035e9732ece0fbe2742c326294,3180,318,10
1405,68624,0,0,0
1406,68640,0,0,0
1407,686bf2f02fa1d5273d22a88c9796af95,1672,334.4,5
1408,68757,0,0,0
1409,688bc9b772d26f6b0a3d372921cf754a,3471,867.75,4
1410,68a64e227fdc967eb3d96a6935a5521f,7922,802.047619047619,20
1411,69028,0,0,0
1412,690a56fbcadd5da36f34fc8837e0c7ad,2042,226.888888888889,9
1413,69132,0,0,0
1414,69196,0,0,0
1415,69508,0,0,0
1416,69731,0,0,0
1417,6977430c0a479501a584c36ad0cf42f4,7454,338.818181818182,22
1418,69854,0,0,0
1419,6987f2eabeacd6524cb2abec23c23ade,37265,885.002717391304,87
1420,69999,0,0,0
1421,69da2b5843d4d940eefc065acd223a5d,3697,410.777777777778,9
1422,69e15335dfc01e47d0c0d1b0dfcd225b,3064,612.8,5
1423,69e1949bd83579b80c336caaa3384c14,1225,306.25,4
1424,69e6447202562fca4e8b7e8782d3cbb3,19304,1571.13846153846,38
1425,69e71ab470626b0d92e30cf377a5cb1c,2106,1053,2
1426,69ed3bd69300841e4c6591b196a8aa67,1146,286.5,4
1427,69f1188bad529e20e9b80106fbd2c12d,1112,370.666666666667,3
1428,69fafcac842040313c66d13860a3348e,3578,357.8,10
1429,6a0210f8e4bc03a1f2fd7f6768ececc9,1203,601.5,2
1430,6a074e9a8c1a423f40e3b898bb21f97b,4746,527.333333333333,9
1431,6a0e538ed89b02724ee00c88f914c5fe,3067,438.142857142857,7
1432,6a11c012ef4d7659c745e01e9f42c555,1437,479,3
1433,6a1a303d59f4575bd1c30532dce3cd73,1836,459,4
1434,6a20d79af6984cfedc47fc3738dd5a25,1068,356,3
1435,6a32350947638090b290f8e341ebc694,3027,504.5,6
1436,6a4cd3e722672ebbee0fb99ed23af437,6869,572.416666666667,12
1437,6a7514bc400188b46b160d65eace8aea,1049,1049,1
1438,6ab59e827c3e736807072ac1d8dd8d08,3011,376.375,8
1439,6ad6bbc802974c8cae16748a574c20ed,1359,1359,1
1440,6af00c833176175d9a8a2b22bef1145a,3740,162.608695652174,23
1441,6afafc1d9fe493bc3f1cf18a8040e9ac,3792,632,6
1442,6b05716da6225c58ec0e85565c3fa4fa,3435,687,5
1443,6b061544a26b41ed5be87b88f78d883d,1797,599,3
1444,6b06e40c9704fee16718166f915b2284,3198,1599,2
1445,6b1308bcd6551f157ff47d41dcf98307,6727,810.4,17
1446,6b16d843ba8623b9392581ebfa0825e1,4401,400.090909090909,11
1447,6b26420eeb55ab9c0f248d4f0bea0041,3365,480.714285714286,7
1448,6b29400003b5400614838e90b330b82a,1316,329,4
1449,6b4bbe052cdbf5367b274de82224cdd8,1596,399,4
1450,6b71cbd6c3cad519aa1b6ae8753399d9,2480,248,10
1451,6b7a66f33b108dbfcfc49361c6ea1cdd,1056,264,4
1452,6ba88f4f4bc848465612187e2a0ea347,3877,775.4,5
1453,6bdd5862aa4a6c5c9c6062d8cf5de936,2498,1249,2
1454,6be6e98ae1adb19a1e300258a06eb25c,2189,243.222222222222,9
1455,6be94a4d0b9957b04419fb26c31caef7,1145,229,5
1456,6bf09f6af22e9a4d53f6471a497c3811,5301,378.642857142857,14
1457,6c1bf8ff743dcadbc724fb5629fbcf21,1264,421.333333333333,3
1458,6c33366bc714fa3c2d7c96ff312cd63d,4544,239.157894736842,19
1459,6c40c40121eabfd1ed028c6f9aac3a5a,2106,1053,2
1460,6c8745df0de4407408539e9016b635f5,2780,463.333333333333,6
1461,6c8f1733723693c125080dddf7b53171,1194,199,6
1462,6c95ffd75cc5153a659bf62191d2bba2,4250,850,5
1463,6cba1de69509f14bc3a7ac38d7d13cd4,2133,237,9
1464,6cd1d6f0e0d8b2043beb544bba557d50,2916,729,4
1465,6cdda4f83d842e5d2ae6fd2b8cf62342,3019,301.9,10
1466,6d0818cd6fa2451d1e33fc2097198a6f,1192,149,8
1467,6d1f85145a85fb59fc82faeccaaa46c2,9994,302.848484848485,33
1468,6d23a7e9719a2e4cbaa27f9655c9462e,3827,239.1875,16
1469,6d2857226a62a6d018e993b3e89cbbb0,2166,541.5,4
1470,6d2eb02f9fa2c10b1ba3603ec0f103bd,0,0,0
1471,6d47c023d7f6aee1c1adbf9bc1c59412,9142,1350.1,14
1472,6d50f95c99634c4bc7dd411ab9af7121,2206,551.5,4
1473,6d578e01024501c13b729660c0acfad0,6521,1304.2,5
1474,6d68830778103a4e0ff4faa2c95a2144,2058,411.6,5
1475,6d8377b7b073d85c92cfc12b8fa9b089,4204,1051,4
1476,6d85c01bcc82516813db1adf59dea528,3594,399.333333333333,9
1477,6d9a36674fc91b1491a44e6b704ffbf8,1804,180.4,10
1478,6db286d208d038061fcf308f43fe1eb0,3198,1599,2
